InventoryID,DateKey,ProductKey,WarehouseKey,SupplierKey,OpeningStock,StockReceived,StockIssued,ClosingStock,ReorderLevel,SafetyStock,InventoryValue,InventoryStatus,DailyDemand,InventoryTurnover,DaysOfInventory,WarehouseUtilizationPct,CarryingCost,StockAgeDays,ExpiredInventory
13680,20241205,18,5,12,24505,220,182,24543,1719,1274,98172,Healthy,182,0.01,134.85,35.06,1472.58,69,0
13681,20241205,19,5,13,21240,448,334,21354,3156,2338,384372,Healthy,334,0.02,63.93,30.51,5765.58,59,0
13682,20241205,20,6,14,20585,120,103,20602,973,721,535652,Healthy,103,0.01,200.02,41.2,8034.78,6,0
13683,20241205,21,6,15,21661,272,267,21666,2523,1869,324990,Healthy,267,0.01,81.15,43.33,4874.85,56,0
13684,20241205,22,6,16,11411,52,42,11421,396,294,388314,Healthy,42,0.0,271.93,22.84,5824.71,72,0
13685,20241206,1,1,1,76129,1115,1116,76128,10546,7812,6242496,Healthy,1116,0.01,68.22,42.29,93637.44,67,0
13686,20241206,2,1,1,70554,749,600,70703,5670,4200,7635924,Healthy,600,0.01,117.84,39.28,114538.86,25,0
13687,20241206,4,1,2,57269,529,464,57334,4384,3248,10090784,Healthy,464,0.01,123.56,31.85,151361.76,39,0
13688,20241206,5,2,3,48980,851,739,49092,6983,5173,12174816,Healthy,739,0.02,66.43,32.73,182622.24,7,0
13689,20241206,6,2,3,81341,1730,1585,81486,14978,11095,17519490,Healthy,1585,0.02,51.41,54.32,262792.35,62,0
13690,20241206,8,2,4,66461,1094,842,66713,7956,5894,24350245,Healthy,842,0.01,79.23,44.48,365253.67,41,0
13691,20241206,10,3,5,26708,642,598,26752,5651,4186,13643520,Healthy,598,0.02,44.74,22.29,204652.8,63,0
13692,20241206,11,3,6,26500,808,628,26680,5934,4396,3948640,Healthy,628,0.02,42.48,22.23,59229.6,32,0
13693,20241206,13,4,7,19968,302,277,19993,2617,1939,26990550,Healthy,277,0.01,72.18,22.21,404858.25,72,0
13694,20241206,14,4,8,21058,590,533,21115,5036,3731,39696200,Healthy,533,0.03,39.62,23.46,595443.0,5,0
13695,20241206,15,4,9,20175,91,83,20183,784,581,49448350,Healthy,83,0.0,243.17,22.43,741725.25,49,0
13696,20241206,16,4,10,37224,433,327,37330,3090,2289,23144600,Healthy,327,0.01,114.16,41.48,347169.0,72,0
13697,20241206,17,5,11,24441,375,299,24517,2825,2093,1176816,Healthy,299,0.01,82.0,35.02,17652.24,10,0
13698,20241206,18,5,12,24543,227,192,24578,1814,1344,98312,Healthy,192,0.01,128.01,35.11,1474.68,39,0
13699,20241206,19,5,13,21354,273,220,21407,2079,1540,385326,Healthy,220,0.01,97.3,30.58,5779.89,29,0
13700,20241206,20,6,14,20602,135,131,20606,1237,917,535756,Healthy,131,0.01,157.3,41.21,8036.34,45,0
13701,20241206,21,6,15,21666,188,174,21680,1644,1218,325200,Healthy,174,0.01,124.6,43.36,4878.0,63,0
13702,20241206,22,6,16,11421,106,87,11440,822,609,388960,Healthy,87,0.01,131.49,22.88,5834.4,54,0
13703,20241207,1,1,1,76128,362,300,76190,2835,2100,6247580,Healthy,300,0.0,253.97,42.33,93713.7,13,0
13704,20241207,2,1,1,70703,534,442,70795,4176,3094,7645860,Healthy,442,0.01,160.17,39.33,114687.9,8,0
13705,20241207,3,1,2,64655,1234,1043,64846,9856,7301,8559672,Healthy,1043,0.02,62.17,36.03,128395.08,58,0
13706,20241207,4,1,2,57334,344,289,57389,2731,2023,10100464,Healthy,289,0.01,198.58,31.88,151506.96,86,487
13707,20241207,5,2,3,49092,485,385,49192,3638,2695,12199616,Healthy,385,0.01,127.77,32.79,182994.24,86,12
13708,20241207,6,2,3,81486,945,842,81589,7956,5894,17541635,Healthy,842,0.01,96.9,54.39,263124.52,6,0
13709,20241207,7,2,4,69831,726,545,70012,5150,3815,13162256,Healthy,545,0.01,128.46,46.67,197433.84,72,0
13710,20241207,8,2,4,66713,653,652,66714,6161,4564,24350610,Healthy,652,0.01,102.32,44.48,365259.15,47,0
13711,20241207,9,3,5,33000,536,476,33060,4498,3332,7934400,Healthy,476,0.01,69.45,27.55,119016.0,61,0
13712,20241207,10,3,5,26752,505,449,26808,4243,3143,13672080,Healthy,449,0.02,59.71,22.34,205081.2,72,0
13713,20241207,12,3,6,27318,178,134,27362,1266,938,24352180,Healthy,134,0.0,204.19,22.8,365282.7,15,0
13714,20241207,13,4,7,19993,278,269,20002,2542,1883,27002700,Healthy,269,0.01,74.36,22.22,405040.5,67,0
13715,20241207,14,4,8,21115,305,266,21154,2513,1862,39769520,Healthy,266,0.01,79.53,23.5,596542.8,35,0
13716,20241207,16,4,10,37330,397,325,37402,3071,2275,23189240,Healthy,325,0.01,115.08,41.56,347838.6,14,0
13717,20241207,17,5,11,24517,227,184,24560,1738,1288,1178880,Healthy,184,0.01,133.48,35.09,17683.2,20,0
13718,20241207,18,5,12,24578,493,413,24658,3902,2891,98632,Healthy,413,0.02,59.7,35.23,1479.48,54,0
13719,20241207,19,5,13,21407,142,106,21443,1001,742,385974,Healthy,106,0.0,202.29,30.63,5789.61,81,154
13720,20241207,20,6,14,20606,351,326,20631,3080,2282,536406,Healthy,326,0.02,63.29,41.26,8046.09,36,0
13721,20241207,21,6,15,21680,237,193,21724,1823,1351,325860,Healthy,193,0.01,112.56,43.45,4887.9,74,0
13722,20241207,22,6,16,11440,94,79,11455,746,553,389470,Healthy,79,0.01,145.0,22.91,5842.05,9,0
13723,20241208,1,1,1,76190,358,338,76210,3194,2366,6249220,Healthy,338,0.0,225.47,42.34,93738.3,66,0
13724,20241208,2,1,1,70795,1339,1055,71079,9969,7385,7676532,Healthy,1055,0.01,67.37,39.49,115147.98,72,0
13725,20241208,3,1,2,64846,865,672,65039,6350,4704,8585148,Healthy,672,0.01,96.78,36.13,128777.22,61,0
13726,20241208,4,1,2,57389,1329,1183,57535,11179,8281,10126160,Healthy,1183,0.02,48.63,31.96,151892.4,56,0
13727,20241208,5,2,3,49192,415,325,49282,3071,2275,12221936,Healthy,325,0.01,151.64,32.85,183329.04,19,0
13728,20241208,6,2,3,81589,1021,881,81729,8325,6167,17571735,Healthy,881,0.01,92.77,54.49,263576.02,57,0
13729,20241208,7,2,4,70012,1446,1046,70412,9884,7322,13237456,Healthy,1046,0.01,67.32,46.94,198561.84,81,629
13730,20241208,8,2,4,66714,653,539,66828,5093,3773,24392220,Healthy,539,0.01,123.99,44.55,365883.3,45,0
13731,20241208,9,3,5,33060,150,117,33093,1105,819,7942320,Healthy,117,0.0,282.85,27.58,119134.8,21,0
13732,20241208,11,3,6,26680,829,700,26809,6615,4900,3967732,Healthy,700,0.03,38.3,22.34,59515.98,43,0
13733,20241208,12,3,6,27362,364,315,27411,2976,2205,24395790,Healthy,315,0.01,87.02,22.84,365936.85,59,0
13734,20241208,13,4,7,20002,186,148,20040,1398,1036,27054000,Healthy,148,0.01,135.41,22.27,405810.0,27,0
13735,20241208,14,4,8,21154,430,324,21260,3061,2268,39968800,Healthy,324,0.02,65.62,23.62,599532.0,64,0
13736,20241208,15,4,9,20183,105,106,20182,1001,742,49445900,Healthy,106,0.01,190.4,22.42,741688.5,58,0
13737,20241208,17,5,11,24560,455,368,24647,3477,2576,1183056,Healthy,368,0.01,66.98,35.21,17745.84,60,0
13738,20241208,18,5,12,24658,454,341,24771,3222,2387,99084,Healthy,341,0.01,72.64,35.39,1486.26,38,0
13739,20241208,19,5,13,21443,107,98,21452,926,686,386136,Healthy,98,0.0,218.9,30.65,5792.04,61,0
13740,20241208,20,6,14,20631,402,363,20670,3430,2541,537420,Healthy,363,0.02,56.94,41.34,8061.3,76,104
13741,20241208,21,6,15,21724,272,226,21770,2135,1582,326550,Healthy,226,0.01,96.33,43.54,4898.25,35,0
13742,20241208,22,6,16,11455,50,45,11460,425,315,389640,Healthy,45,0.0,254.67,22.92,5844.6,73,0
13743,20241209,1,1,1,76210,1949,1654,76505,15630,11578,6273410,Healthy,1654,0.02,46.25,42.5,94101.15,54,0
13744,20241209,3,1,2,65039,1256,1096,65199,10357,7672,8606268,Healthy,1096,0.02,59.49,36.22,129094.02,37,0
13745,20241209,5,2,3,49282,383,329,49336,3109,2303,12235328,Healthy,329,0.01,149.96,32.89,183529.92,58,0
13746,20241209,6,2,3,81729,972,852,81849,8051,5964,17597535,Healthy,852,0.01,96.07,54.57,263963.02,60,0
13747,20241209,7,2,4,70412,342,242,70512,2286,1694,13256256,Healthy,242,0.0,291.37,47.01,198843.84,51,0
13748,20241209,8,2,4,66828,1215,1049,66994,9913,7343,24452810,Healthy,1049,0.02,63.86,44.66,366792.15,87,567
13749,20241209,9,3,5,33093,496,499,33090,4715,3493,7941600,Healthy,499,0.02,66.31,27.57,119124.0,30,0
13750,20241209,10,3,5,26808,666,624,26850,5896,4368,13693500,Healthy,624,0.02,43.03,22.38,205402.5,44,0
13751,20241209,11,3,6,26809,351,289,26871,2731,2023,3976908,Healthy,289,0.01,92.98,22.39,59653.62,57,0
13752,20241209,14,4,8,21260,116,98,21278,926,686,40002640,Healthy,98,0.0,217.12,23.64,600039.6,51,0
13753,20241209,15,4,9,20182,576,519,20239,4904,3633,49585550,Healthy,519,0.03,39.0,22.49,743783.25,11,0
13754,20241209,16,4,10,37402,388,292,37498,2759,2044,23248760,Healthy,292,0.01,128.42,41.66,348731.4,59,0
13755,20241209,17,5,11,24647,223,183,24687,1729,1281,1184976,Healthy,183,0.01,134.9,35.27,17774.64,54,0
13756,20241209,18,5,12,24771,653,484,24940,4573,3388,99760,Healthy,484,0.02,51.53,35.63,1496.4,60,0
13757,20241209,19,5,13,21452,220,206,21466,1946,1442,386388,Healthy,206,0.01,104.2,30.67,5795.82,9,0
13758,20241209,20,6,14,20670,399,363,20706,3430,2541,538356,Healthy,363,0.02,57.04,41.41,8075.34,5,0
13759,20241209,21,6,15,21770,164,136,21798,1285,952,326970,Healthy,136,0.01,160.28,43.6,4904.55,55,0
13760,20241209,22,6,16,11460,97,88,11469,831,616,389946,Healthy,88,0.01,130.33,22.94,5849.19,46,0
13761,20241210,1,1,1,76505,318,308,76515,2910,2156,6274230,Healthy,308,0.0,248.43,42.51,94113.45,36,0
13762,20241210,2,1,1,71079,846,703,71222,6643,4921,7691976,Healthy,703,0.01,101.31,39.57,115379.64,71,0
13763,20241210,3,1,2,65199,411,358,65252,3383,2506,8613264,Healthy,358,0.01,182.27,36.25,129198.96,21,0
13764,20241210,4,1,2,57535,937,845,57627,7985,5915,10142352,Healthy,845,0.01,68.2,32.02,152135.28,43,0
13765,20241210,5,2,3,49336,862,717,49481,6775,5019,12271288,Healthy,717,0.01,69.01,32.99,184069.32,25,0
13766,20241210,6,2,3,81849,1483,1062,82270,10035,7434,17688050,Healthy,1062,0.01,77.47,54.85,265320.75,87,322
13767,20241210,7,2,4,70512,226,213,70525,2012,1491,13258700,Healthy,213,0.0,331.1,47.02,198880.5,48,0
13768,20241210,8,2,4,66994,670,561,67103,5301,3927,24492595,Healthy,561,0.01,119.61,44.74,367388.92,69,0
13769,20241210,10,3,5,26850,489,385,26954,3638,2695,13746540,Healthy,385,0.01,70.01,22.46,206198.1,30,0
13770,20241210,11,3,6,26871,490,477,26884,4507,3339,3978832,Healthy,477,0.02,56.36,22.4,59682.48,30,0
13771,20241210,12,3,6,27411,285,251,27445,2371,1757,24426050,Healthy,251,0.01,109.34,22.87,366390.75,55,0
13772,20241210,13,4,7,20040,217,200,20057,1890,1400,27076950,Healthy,200,0.01,100.28,22.29,406154.25,56,0
13773,20241210,14,4,8,21278,342,261,21359,2466,1827,40154920,Healthy,261,0.01,81.84,23.73,602323.8,62,0
13774,20241210,15,4,9,20239,197,182,20254,1719,1274,49622300,Healthy,182,0.01,111.29,22.5,744334.5,90,103
13775,20241210,16,4,10,37498,548,402,37644,3798,2814,23339280,Healthy,402,0.01,93.64,41.83,350089.2,20,0
13776,20241210,17,5,11,24687,401,293,24795,2768,2051,1190160,Healthy,293,0.01,84.62,35.42,17852.4,90,233
13777,20241210,18,5,12,24940,338,309,24969,2920,2163,99876,Healthy,309,0.01,80.81,35.67,1498.14,50,0
13778,20241210,19,5,13,21466,392,319,21539,3014,2233,387702,Healthy,319,0.01,67.52,30.77,5815.53,39,0
13779,20241210,20,6,14,20706,239,239,20706,2258,1673,538356,Healthy,239,0.01,86.64,41.41,8075.34,58,0
13780,20241210,21,6,15,21798,306,230,21874,2173,1610,328110,Healthy,230,0.01,95.1,43.75,4921.65,44,0
13781,20241210,22,6,16,11469,52,43,11478,406,301,390252,Healthy,43,0.0,266.93,22.96,5853.78,90,52
13782,20241211,1,1,1,76515,436,418,76533,3950,2926,6275706,Healthy,418,0.01,183.09,42.52,94135.59,50,0
13783,20241211,2,1,1,71222,908,795,71335,7512,5565,7704180,Healthy,795,0.01,89.73,39.63,115562.7,29,0
13784,20241211,3,1,2,65252,470,451,65271,4261,3157,8615772,Healthy,451,0.01,144.73,36.26,129236.58,38,0
13785,20241211,4,1,2,57627,1585,1613,57599,15242,11291,10137424,Healthy,1613,0.03,35.71,32.0,152061.36,6,0
13786,20241211,6,2,3,82270,890,776,82384,7333,5432,17712560,Healthy,776,0.01,106.16,54.92,265688.4,78,360
13787,20241211,7,2,4,70525,303,292,70536,2759,2044,13260768,Healthy,292,0.0,241.56,47.02,198911.52,75,0
13788,20241211,8,2,4,67103,1060,895,67268,8457,6265,24552820,Healthy,895,0.01,75.16,44.85,368292.3,50,0
13789,20241211,9,3,5,33090,258,236,33112,2230,1652,7946880,Healthy,236,0.01,140.31,27.59,119203.2,68,0
13790,20241211,10,3,5,26954,498,402,27050,3798,2814,13795500,Healthy,402,0.01,67.29,22.54,206932.5,28,0
13791,20241211,11,3,6,26884,338,325,26897,3071,2275,3980756,Healthy,325,0.01,82.76,22.41,59711.34,49,0
13792,20241211,12,3,6,27445,190,140,27495,1323,980,24470550,Healthy,140,0.01,196.39,22.91,367058.25,72,0
13793,20241211,13,4,7,20057,331,292,20096,2759,2044,27129600,Healthy,292,0.01,68.82,22.33,406944.0,26,0
13794,20241211,14,4,8,21359,220,161,21418,1521,1127,40265840,Healthy,161,0.01,133.03,23.8,603987.6,17,0
13795,20241211,15,4,9,20254,291,277,20268,2617,1939,49656600,Healthy,277,0.01,73.17,22.52,744849.0,34,0
13796,20241211,16,4,10,37644,752,718,37678,6785,5026,23360360,Healthy,718,0.02,52.48,41.86,350405.4,85,68
13797,20241211,17,5,11,24795,405,338,24862,3194,2366,1193376,Healthy,338,0.01,73.56,35.52,17900.64,40,0
13798,20241211,19,5,13,21539,518,485,21572,4583,3395,388296,Healthy,485,0.02,44.48,30.82,5824.44,34,0
13799,20241211,20,6,14,20706,138,129,20715,1219,903,538590,Healthy,129,0.01,160.58,41.43,8078.85,23,0
13800,20241211,21,6,15,21874,183,146,21911,1379,1022,328665,Healthy,146,0.01,150.08,43.82,4929.97,63,0
13801,20241211,22,6,16,11478,153,143,11488,1351,1001,390592,Healthy,143,0.01,80.34,22.98,5858.88,68,0
13802,20241212,1,1,1,76533,1217,1058,76692,9998,7406,6288744,Healthy,1058,0.01,72.49,42.61,94331.16,11,0
13803,20241212,2,1,1,71335,1357,1293,71399,12218,9051,7711092,Healthy,1293,0.02,55.22,39.67,115666.38,65,0
13804,20241212,3,1,2,65271,833,603,65501,5698,4221,8646132,Healthy,603,0.01,108.63,36.39,129691.98,86,651
13805,20241212,4,1,2,57599,514,441,57672,4167,3087,10150272,Healthy,441,0.01,130.78,32.04,152254.08,84,492
13806,20241212,6,2,3,82384,1600,1565,82419,14789,10955,17720085,Healthy,1565,0.02,52.66,54.95,265801.27,70,0
13807,20241212,7,2,4,70536,269,256,70549,2419,1792,13263212,Healthy,256,0.0,275.58,47.03,198948.18,18,0
13808,20241212,9,3,5,33112,807,600,33319,5670,4200,7996560,Healthy,600,0.02,55.53,27.77,119948.4,62,0
13809,20241212,10,3,5,27050,725,645,27130,6095,4515,13836300,Healthy,645,0.02,42.06,22.61,207544.5,14,0
13810,20241212,11,3,6,26897,268,252,26913,2381,1764,3983124,Healthy,252,0.01,106.8,22.43,59746.86,61,0
13811,20241212,13,4,7,20096,516,413,20199,3902,2891,27268650,Healthy,413,0.02,48.91,22.44,409029.75,27,0
13812,20241212,14,4,8,21418,97,75,21440,708,525,40307200,Healthy,75,0.0,285.87,23.82,604608.0,77,63
13813,20241212,15,4,9,20268,251,236,20283,2230,1652,49693350,Healthy,236,0.01,85.94,22.54,745400.25,21,0
13814,20241212,16,4,10,37678,194,176,37696,1663,1232,23371520,Healthy,176,0.0,214.18,41.88,350572.8,59,0
13815,20241212,17,5,11,24862,784,658,24988,6218,4606,1199424,Healthy,658,0.03,37.98,35.7,17991.36,82,120
13816,20241212,19,5,13,21572,141,100,21613,945,700,389034,Healthy,100,0.0,216.13,30.88,5835.51,28,0
13817,20241212,20,6,14,20715,363,327,20751,3090,2289,539526,Healthy,327,0.02,63.46,41.5,8092.89,5,0
13818,20241212,21,6,15,21911,291,246,21956,2324,1722,329340,Healthy,246,0.01,89.25,43.91,4940.1,77,146
13819,20241212,22,6,16,11488,101,82,11507,774,574,391238,Healthy,82,0.01,140.33,23.01,5868.57,72,0
13820,20241213,1,1,1,76692,959,735,76916,6945,5145,6307112,Healthy,735,0.01,104.65,42.73,94606.68,49,0
13821,20241213,2,1,1,71399,893,689,71603,6511,4823,7733124,Healthy,689,0.01,103.92,39.78,115996.86,19,0
13822,20241213,3,1,2,65501,1063,984,65580,9298,6888,8656560,Healthy,984,0.02,66.65,36.43,129848.4,33,0
13823,20241213,4,1,2,57672,297,287,57682,2712,2009,10152032,Healthy,287,0.0,200.98,32.05,152280.48,40,0
13824,20241213,5,2,3,49481,432,430,49483,4063,3010,12271784,Healthy,430,0.01,115.08,32.99,184076.76,8,0
13825,20241213,6,2,3,82419,985,741,82663,7002,5187,17772545,Healthy,741,0.01,111.56,55.11,266588.17,88,221
13826,20241213,7,2,4,70549,474,456,70567,4309,3192,13266596,Healthy,456,0.01,154.75,47.04,198998.94,80,336
13827,20241213,8,2,4,67268,656,521,67403,4923,3647,24602095,Healthy,521,0.01,129.37,44.94,369031.42,46,0
13828,20241213,9,3,5,33319,174,139,33354,1313,973,8004960,Healthy,139,0.0,239.96,27.79,120074.4,88,137
13829,20241213,10,3,5,27130,182,151,27161,1426,1057,13852110,Healthy,151,0.01,179.87,22.63,207781.65,65,0
13830,20241213,11,3,6,26913,426,397,26942,3751,2779,3987416,Healthy,397,0.01,67.86,22.45,59811.24,20,0
13831,20241213,12,3,6,27495,652,540,27607,5103,3780,24570230,Healthy,540,0.02,51.12,23.01,368553.45,86,51
13832,20241213,13,4,7,20199,693,520,20372,4914,3640,27502200,Healthy,520,0.03,39.18,22.64,412533.0,44,0
13833,20241213,14,4,8,21440,108,81,21467,765,567,40357960,Healthy,81,0.0,265.02,23.85,605369.4,89,130
13834,20241213,16,4,10,37696,178,153,37721,1445,1071,23387020,Healthy,153,0.0,246.54,41.91,350805.3,68,0
13835,20241213,17,5,11,24988,663,525,25126,4961,3675,1206048,Healthy,525,0.02,47.86,35.89,18090.72,32,0
13836,20241213,19,5,13,21613,254,214,21653,2022,1498,389754,Healthy,214,0.01,101.18,30.93,5846.31,63,0
13837,20241213,20,6,14,20751,343,281,20813,2655,1967,541138,Healthy,281,0.01,74.07,41.63,8117.07,8,0
13838,20241213,21,6,15,21956,318,280,21994,2646,1960,329910,Healthy,280,0.01,78.55,43.99,4948.65,87,184
13839,20241213,22,6,16,11507,92,83,11516,784,581,391544,Healthy,83,0.01,138.75,23.03,5873.16,21,0
13840,20241214,1,1,1,76916,334,270,76980,2551,1890,6312360,Healthy,270,0.0,285.11,42.77,94685.4,61,0
13841,20241214,2,1,1,71603,940,894,71649,8448,6258,7738092,Healthy,894,0.01,80.14,39.8,116071.38,89,207
13842,20241214,3,1,2,65580,588,511,65657,4828,3577,8666724,Healthy,511,0.01,128.49,36.48,130000.86,24,0
13843,20241214,5,2,3,49483,1483,1456,49510,13759,10192,12278480,Healthy,1456,0.03,34.0,33.01,184177.2,82,268
13844,20241214,6,2,3,82663,351,340,82674,3213,2380,17774910,Healthy,340,0.0,243.16,55.12,266623.65,10,0
13845,20241214,7,2,4,70567,623,546,70644,5159,3822,13281072,Healthy,546,0.01,129.38,47.1,199216.08,87,247
13846,20241214,8,2,4,67403,1160,1095,67468,10347,7665,24625820,Healthy,1095,0.02,61.61,44.98,369387.3,68,0
13847,20241214,9,3,5,33354,307,251,33410,2371,1757,8018400,Healthy,251,0.01,133.11,27.84,120276.0,88,97
13848,20241214,11,3,6,26942,166,142,26966,1341,994,3990968,Healthy,142,0.01,189.9,22.47,59864.52,29,0
13849,20241214,12,3,6,27607,619,574,27652,5424,4018,24610280,Healthy,574,0.02,48.17,23.04,369154.2,71,0
13850,20241214,13,4,7,20372,182,152,20402,1436,1064,27542700,Healthy,152,0.01,134.22,22.67,413140.5,18,0
13851,20241214,14,4,8,21467,119,102,21484,963,714,40389920,Healthy,102,0.0,210.63,23.87,605848.8,74,0
13852,20241214,15,4,9,20283,239,220,20302,2079,1540,49739900,Healthy,220,0.01,92.28,22.56,746098.5,51,0
13853,20241214,16,4,10,37721,590,531,37780,5017,3717,23423600,Healthy,531,0.01,71.15,41.98,351354.0,77,78
13854,20241214,18,5,12,24969,243,200,25012,1890,1400,100048,Healthy,200,0.01,125.06,35.73,1500.72,23,0
13855,20241214,19,5,13,21653,118,85,21686,803,595,390348,Healthy,85,0.0,255.13,30.98,5855.22,58,0
13856,20241214,20,6,14,20813,266,208,20871,1965,1456,542646,Healthy,208,0.01,100.34,41.74,8139.69,45,0
13857,20241214,21,6,15,21994,181,154,22021,1455,1078,330315,Healthy,154,0.01,142.99,44.04,4954.72,26,0
13858,20241214,22,6,16,11516,99,80,11535,756,560,392190,Healthy,80,0.01,144.19,23.07,5882.85,74,0
13859,20241215,1,1,1,76980,1766,1592,77154,15044,11144,6326628,Healthy,1592,0.02,48.46,42.86,94899.42,17,0
13860,20241215,2,1,1,71649,572,477,71744,4507,3339,7748352,Healthy,477,0.01,150.41,39.86,116225.28,33,0
13861,20241215,3,1,2,65657,1045,870,65832,8221,6090,8689824,Healthy,870,0.01,75.67,36.57,130347.36,87,456
13862,20241215,5,2,3,49510,658,589,49579,5566,4123,12295592,Healthy,589,0.01,84.17,33.05,184433.88,14,0
13863,20241215,6,2,3,82674,1215,920,82969,8694,6440,17838335,Healthy,920,0.01,90.18,55.31,267575.02,43,0
13864,20241215,7,2,4,70644,895,695,70844,6567,4865,13318672,Healthy,695,0.01,101.93,47.23,199780.08,54,0
13865,20241215,8,2,4,67468,540,445,67563,4205,3115,24660495,Healthy,445,0.01,151.83,45.04,369907.42,59,0
13866,20241215,9,3,5,33410,779,691,33498,6529,4837,8039520,Healthy,691,0.02,48.48,27.91,120592.8,53,0
13867,20241215,10,3,5,27161,123,95,27189,897,665,13866390,Healthy,95,0.0,286.2,22.66,207995.85,19,0
13868,20241215,11,3,6,26966,388,337,27017,3184,2359,3998516,Healthy,337,0.01,80.17,22.51,59977.74,10,0
13869,20241215,13,4,7,20402,306,277,20431,2617,1939,27581850,Healthy,277,0.01,73.76,22.7,413727.75,44,0
13870,20241215,14,4,8,21484,447,394,21537,3723,2758,40489560,Healthy,394,0.02,54.66,23.93,607343.4,50,0
13871,20241215,15,4,9,20302,209,180,20331,1701,1260,49810950,Healthy,180,0.01,112.95,22.59,747164.25,90,193
13872,20241215,16,4,10,37780,742,590,37932,5575,4130,23517840,Healthy,590,0.02,64.29,42.15,352767.6,5,0
13873,20241215,17,5,11,25126,218,196,25148,1852,1372,1207104,Healthy,196,0.01,128.31,35.93,18106.56,46,0
13874,20241215,18,5,12,25012,186,181,25017,1710,1267,100068,Healthy,181,0.01,138.22,35.74,1501.02,11,0
13875,20241215,19,5,13,21686,115,98,21703,926,686,390654,Healthy,98,0.0,221.46,31.0,5859.81,29,0
13876,20241215,20,6,14,20871,221,210,20882,1984,1470,542932,Healthy,210,0.01,99.44,41.76,8143.98,47,0
13877,20241215,21,6,15,22021,279,243,22057,2296,1701,330855,Healthy,243,0.01,90.77,44.11,4962.82,54,0
13878,20241215,22,6,16,11535,107,79,11563,746,553,393142,Healthy,79,0.01,146.37,23.13,5897.13,76,59
13879,20241216,1,1,1,77154,486,443,77197,4186,3101,6330154,Healthy,443,0.01,174.26,42.89,94952.31,26,0
13880,20241216,2,1,1,71744,1732,1567,71909,14808,10969,7766172,Healthy,1567,0.02,45.89,39.95,116492.58,68,0
13881,20241216,3,1,2,65832,381,362,65851,3420,2534,8692332,Healthy,362,0.01,181.91,36.58,130384.98,54,0
13882,20241216,4,1,2,57682,1397,1052,58027,9941,7364,10212752,Healthy,1052,0.02,55.16,32.24,153191.28,70,0
13883,20241216,5,2,3,49579,406,333,49652,3146,2331,12313696,Healthy,333,0.01,149.11,33.1,184705.44,29,0
13884,20241216,6,2,3,82969,1114,1072,83011,10130,7504,17847365,Healthy,1072,0.01,77.44,55.34,267710.47,49,0
13885,20241216,8,2,4,67563,844,716,67691,6766,5012,24707215,Healthy,716,0.01,94.54,45.13,370608.22,31,0
13886,20241216,9,3,5,33498,254,196,33556,1852,1372,8053440,Healthy,196,0.01,171.2,27.96,120801.6,89,13
13887,20241216,10,3,5,27189,380,322,27247,3042,2254,13895970,Healthy,322,0.01,84.62,22.71,208439.55,29,0
